TagCode,Subbasin,ReleaseSite,FirstWellsDate,LastDetectionDate,LastDetectionSite,Fate,Basin,SpillYear,WellsYear,ClassifiedZone,CorrectedFate,Rear Type Code,Harvest_Status,HarvestExposure,FallSpillHours,FallSpillDays,FallTotalSpill,SpringSpillHours,SpringSpillDays,SpringTotalSpill,ReturnedDownstream
3D9.1C2C4FC936,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-12T13:24:00Z,2016-03-05T23:59:00Z,CHM - Chumstick Creek,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4FC9E7,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-08-22T15:38:00Z,2009-08-22T15:38:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4FD3D1,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-22T20:20:00Z,2011-05-10T14:09:00Z,LWE - Lower Wenatchee River,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C4FD43E,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-05T18:26:00Z,2010-05-16T15:51:00Z,NAU - Upper Nason Creek,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4FD67F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-19T17:42:00Z,2010-09-19T17:45:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FD78C,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-10-28T11:11:00Z,2011-05-08T16:54:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C4FDF2C,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-08-30T11:03:00Z,2009-08-30T11:05:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4FE6FA,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-04T15:07:00Z,2010-09-04T15:08:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FF969,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-13T14:48:00Z,2009-09-13T14:48:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4FF9EB,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-19T11:03:00Z,2011-05-12T19:12:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C4FFB5A,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-06T20:03:00Z,2010-09-06T20:05:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FFBBD,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-08-12T11:42:00Z,2011-05-19T08:55:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FFBD1,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-25T08:19:00Z,2010-05-03T00:36:00Z,CHL - Lower Chiwawa River,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4FFF76,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-09T10:42:00Z,2009-09-09T10:42:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C500026,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2011-04-03T13:13:00Z,2011-05-10T22:21:00Z,LWE - Lower Wenatchee River,Downstream,Wenatchee,2011,2011,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C500EB0,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-10-08T14:19:00Z,2010-04-10T07:10:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C50100D,Wenatchee,WENATR - Wenatchee River,2009-10-18T14:34:00Z,2010-05-06T10:17:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C501099,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-02T15:47:00Z,2009-09-02T15:48:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5012BE,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2011-05-09T12:45:00Z,2011-05-09T12:49:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2011,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C50155E,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-13T19:15:00Z,2010-09-13T19:15:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C50177F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-11T09:28:00Z,2011-03-23T18:48:00Z,LWE - Lower Wenatchee River,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C501845,Wenatchee,WENATR - Wenatchee River,2009-08-20T11:10:00Z,2010-04-28T02:24:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C501900,Wenatchee,WENATR - Wenatchee River,2009-08-24T13:05:00Z,2009-08-24T13:05:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C501B3A,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-04-22T16:10:00Z,2010-05-02T08:43:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2010,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C501BBF,Wenatchee,WENATR - Wenatchee River,2010-08-25T13:13:00Z,2010-10-31T08:00:00Z,TUMFBY - TUM - Release into the Forebay within 0.5 km upstream of Dam,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C501F18,Wenatchee,WENATR - Wenatchee River,2010-07-25T17:21:00Z,2011-04-17T06:31:00Z,RRF - Rocky Reach Fishway,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C502506,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-20T02:45:00Z,2009-09-20T02:45:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C502575,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-04T18:35:00Z,2010-09-04T18:35:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C50262F,Wenatchee,WENATR - Wenatchee River,2009-09-07T11:30:00Z,2009-09-07T11:30:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C502772,Wenatchee,WENATR - Wenatchee River,2009-09-05T16:30:00Z,2009-11-07T13:17:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C50283A,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-11-09T00:04:00Z,2010-11-09T00:05:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C5029E4,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-10-12T14:30:00Z,2010-04-19T18:51:00Z,TUF - Tumwater Dam Adult Fishway,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C502BAD,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-10T09:02:00Z,2009-09-10T09:03:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C502CE5,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-27T13:50:00Z,2009-09-27T13:50:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C502E56,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-12-17T01:31:00Z,2009-12-17T01:31:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C502ECE,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-11-05T11:42:00Z,2010-05-05T10:07:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C5030F1,Wenatchee,WENATR - Wenatchee River,2009-08-24T04:20:00Z,2009-08-24T04:20:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C503330,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-18T14:25:00Z,2010-05-09T08:46:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C50358C,Wenatchee,WENATR - Wenatchee River,2009-09-17T15:56:00Z,2009-09-17T15:56:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C50359F,Wenatchee,WENATR - Wenatchee River,2012-10-14T11:11:00Z,2012-10-14T12:32:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2013,2012,Wells Dam,At Wells,H,Open,1,600,39,9666.8,72,19,1117.1,0
3D9.1C2C5035D2,Wenatchee,WENATR - Wenatchee River,2010-09-07T18:29:00Z,2010-09-07T18:29:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C50360F,Wenatchee,WENATR - Wenatchee River,2010-10-01T10:36:00Z,2011-04-27T17:42:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C503781,Wenatchee,WENATR - Wenatchee River,2010-09-01T07:25:00Z,2010-09-01T07:26:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C503856,Wenatchee,WENATR - Wenatchee River,2010-11-14T14:41:00Z,2010-11-14T15:10:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C503896,Wenatchee,WENATR - Wenatchee River,2009-09-21T16:15:00Z,2009-09-21T16:15:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5038B8,Wenatchee,WENATR - Wenatchee River,2009-09-17T17:11:00Z,2009-09-17T17:11:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5038F2,Wenatchee,WENATR - Wenatchee River,2010-08-21T09:09:00Z,2010-08-21T09:09:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C50395E,Wenatchee,WENATR - Wenatchee River,2009-10-09T09:48:00Z,2010-04-10T15:08:00Z,ENL - Lower Entiat River,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C50396F,Wenatchee,WENATR - Wenatchee River,2010-08-16T15:11:00Z,2010-08-16T15:13:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C5039A9,Wenatchee,WENATR - Wenatchee River,2012-07-14T10:08:00Z,2012-07-14T10:09:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2013,2012,Wells Dam,At Wells,H,Open,1,600,39,9666.8,72,19,1117.1,0
3D9.1C2C504137,Wenatchee,WENATR - Wenatchee River,2009-08-17T17:11:00Z,2009-10-30T14:50:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C504375,Wenatchee,WENATR - Wenatchee River,2009-09-23T15:39:00Z,2009-09-23T15:40:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5043A0,Wenatchee,WENATR - Wenatchee River,2010-08-25T15:00:00Z,2011-05-06T08:37:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C50447F,Wenatchee,WENATR - Wenatchee River,2009-09-11T10:10:00Z,2009-09-11T10:10:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5045A7,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-10T11:00:00Z,2009-09-10T11:01:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C50479A,Wenatchee,WENATR - Wenatchee River,2009-08-10T15:21:00Z,2009-08-10T15:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C504B2A,Wenatchee,WENATR - Wenatchee River,2009-09-09T13:41:00Z,2010-04-21T14:38:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C504BFA,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-08-14T13:01:00Z,2010-08-14T13:02:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C504D23,Wenatchee,WENATR - Wenatchee River,2010-09-29T16:12:00Z,2011-05-05T04:57:00Z,PES - Peshastin Creek,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C504EFD,Wenatchee,WENATR - Wenatchee River,2010-07-21T14:57:00Z,2010-07-21T14:58:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C5050CC,Wenatchee,WENATR - Wenatchee River,2010-08-20T15:40:00Z,2010-08-20T15:40:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C505219,Wenatchee,WENATR - Wenatchee River,2009-08-27T14:46:00Z,2009-08-27T14:46:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C505273,Wenatchee,WENATR - Wenatchee River,2009-08-27T16:23:00Z,2009-08-27T16:24:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5052CE,Wenatchee,WENATR - Wenatchee River,2009-09-19T07:01:00Z,2009-09-19T07:02:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C50543A,Wenatchee,WENATR - Wenatchee River,2010-04-09T12:16:00Z,2010-04-09T12:19:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2010,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C505702,Wenatchee,WENATR - Wenatchee River,2009-09-03T16:41:00Z,2009-09-03T16:41:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C505711,Wenatchee,WENATR - Wenatchee River,2009-09-12T04:26:00Z,2009-09-12T04:27:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C505DB8,Wenatchee,WENATR - Wenatchee River,2010-08-18T08:02:00Z,2010-11-09T16:58:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C505E8F,Wenatchee,WENATR - Wenatchee River,2009-08-26T10:21:00Z,2009-08-26T10:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5060C6,Wenatchee,WENATR - Wenatchee River,2009-09-11T15:44:00Z,2009-09-11T15:45:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C506132,Wenatchee,WENATR - Wenatchee River,2009-09-12T09:12:00Z,2009-09-12T09:13:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5061BB,Wenatchee,WENATR - Wenatchee River,2009-08-26T11:03:00Z,2009-08-26T11:04:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C506296,Wenatchee,WENATR - Wenatchee River,2009-09-09T21:01:00Z,2009-09-09T21:01:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C506305,Wenatchee,WENATR - Wenatchee River,2010-09-25T13:03:00Z,2010-09-25T13:05:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C506411,Wenatchee,WENATR - Wenatchee River,2009-09-12T15:54:00Z,2009-09-12T15:54:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5064ED,Wenatchee,WENATR - Wenatchee River,2009-10-02T11:22:00Z,2010-05-07T19:34:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C50653F,Wenatchee,WENATR - Wenatchee River,2010-09-22T18:31:00Z,2010-09-22T18:31:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C506543,Wenatchee,WENATR - Wenatchee River,2009-10-21T13:17:00Z,2009-10-21T13:18:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5065C8,Wenatchee,WENATR - Wenatchee River,2009-09-16T17:24:00Z,2009-09-16T17:25:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C50679C,Wenatchee,WENATR - Wenatchee River,2009-09-15T14:07:00Z,2009-09-15T14:07:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5068A3,Wenatchee,WENATR - Wenatchee River,2009-09-16T15:13:00Z,2009-09-16T15:14:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C506B02,Wenatchee,WENATR - Wenatchee River,2010-11-07T20:45:00Z,2010-11-07T20:46:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C506B55,Wenatchee,WENATR - Wenatchee River,2010-10-17T13:35:00Z,2010-10-17T13:37:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C506D83,Wenatchee,WENATR - Wenatchee River,2009-09-16T16:27:00Z,2009-09-16T16:27:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C506D8E,Wenatchee,WENATR - Wenatchee River,2009-10-25T13:49:00Z,2009-10-25T13:57:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C506DE9,Wenatchee,WENATR - Wenatchee River,2010-09-17T10:32:00Z,2011-04-08T14:40:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C506EF4,Wenatchee,WENATR - Wenatchee River,2010-07-19T20:35:00Z,2010-07-19T20:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C507098,Wenatchee,WENATR - Wenatchee River,2009-09-19T17:33:00Z,2009-09-19T17:35:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C50711C,Wenatchee,WENATR - Wenatchee River,2009-08-25T19:23:00Z,2009-08-25T19:25:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C5076BF,Wenatchee,WENATR - Wenatchee River,2010-10-12T04:58:00Z,2010-10-12T04:58:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C507847,Wenatchee,WENATR - Wenatchee River,2009-09-15T10:46:00Z,2010-05-01T01:14:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C507891,Wenatchee,WENATR - Wenatchee River,2010-08-25T01:47:00Z,2010-08-25T01:48:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C507AFC,Wenatchee,WENATR - Wenatchee River,2011-09-11T19:01:00Z,2011-09-11T19:01:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2012,2011,Wells Dam,At Wells,H,Open,1,634,31,6876.1,143,15,2877.1,0
3D9.1C2C50826E,Wenatchee,WENATR - Wenatchee River,2009-08-05T16:09:00Z,2009-08-05T16:10:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C50832E,Wenatchee,WENATR - Wenatchee River,2009-09-04T10:04:00Z,2009-09-04T10:06:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
