TagCode,Subbasin,ReleaseSite,FirstWellsDate,LastDetectionDate,LastDetectionSite,Fate,Basin,SpillYear,WellsYear,ClassifiedZone,CorrectedFate,Rear Type Code,Harvest_Status,HarvestExposure,FallSpillHours,FallSpillDays,FallTotalSpill,SpringSpillHours,SpringSpillDays,SpringTotalSpill,ReturnedDownstream
3D9.1BF20BD404,Wenatchee,WENATR - Wenatchee River,2006-09-27T15:44:00Z,2006-09-27T15:45:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20BDB85,Wenatchee,WENATR - Wenatchee River,2006-07-09T13:43:00Z,2006-07-09T13:44:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20BF610,Wenatchee,WENATR - Wenatchee River,2006-09-22T11:56:00Z,2006-09-22T11:58:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF20D5828,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2006-09-19T22:41:00Z,2006-10-10T07:43:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2007,2006,Wells Dam,At Wells,H,Open,1,632,33,4682.1,193,26,6309.6,0
3D9.1BF25D4AA0,Wenatchee,WENATT - Wenatchee River trap at West Monitor Bridge,2009-06-26T16:05:00Z,2009-07-19T10:17:00Z,TUF - Tumwater Dam Adult Fishway,Downstream,Wenatchee,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1BF25E4AEE,Upper Columbia-Entiat,MADRVR - Mad River (Entiat River watershed),2009-10-01T13:07:00Z,2010-04-14T14:14:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1BF25FEB8A,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-09-13T16:44:00Z,2010-05-01T06:06:00Z,MCJ - McNary Dam Juvenile,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1BF25FEF5C,Upper Columbia-Entiat,ENTIAR - Entiat River,2010-05-03T14:38:00Z,2010-05-03T14:39:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2010,2010,Wells Dam,At Wells,W,Open,0,626,28,3865.5,1,2,1.4,0
3D9.1BF26002A8,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-10-03T21:48:00Z,2010-05-18T18:42:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1BF2604717,Upper Columbia-Entiat,MADRVR - Mad River (Entiat River watershed),2010-08-11T12:52:00Z,2010-08-11T12:52:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2011,2010,Wells Dam,At Wells,W,Open,0,631,31,4091.1,146,22,1891.7,0
3D9.1BF26DA167,Wenatchee,WENATR - Wenatchee River,2009-09-03T09:52:00Z,2009-09-03T10:29:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,W,Open,0,626,28,3865.5,1,2,1.4,0
3D9.1BF26DADEC,Wenatchee,WENATR - Wenatchee River,2009-08-30T11:10:00Z,2010-05-27T20:45:00Z,BCC - BON PH2 Corner Collector,Downstream,Wenatchee,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1BF26DB858,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-11T11:20:00Z,2009-09-11T11:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,W,Open,0,626,28,3865.5,1,2,1.4,0
3D9.1BF26DBC89,Upper Columbia-Entiat,MADRVR - Mad River (Entiat River watershed),2009-10-16T09:59:00Z,2010-05-07T14:10:00Z,BCC - BON PH2 Corner Collector,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1BF26DDC22,Wenatchee,WENATR - Wenatchee River,2010-04-17T22:59:00Z,2010-05-25T10:13:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Wenatchee,2010,2010,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C3232BC,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-10-25T09:36:00Z,2010-06-10T09:19:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C3DC718,Wenatchee,WENATR - Wenatchee River,2009-08-28T08:08:00Z,2009-08-28T08:12:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C3DCA91,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-23T12:54:00Z,2010-04-18T17:34:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C3DD202,Wenatchee,WENATR - Wenatchee River,2010-09-13T15:57:00Z,2011-05-08T20:14:00Z,PES - Peshastin Creek,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C3DD368,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-18T12:55:00Z,2010-05-14T10:25:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C3E43CB,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-13T12:08:00Z,2011-05-16T15:23:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C3FCF03,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-10-23T11:43:00Z,2009-10-23T11:47:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C3FD865,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-10-15T15:14:00Z,2011-04-30T08:00:00Z,TUMFBY - TUM - Release into the Forebay within 0.5 km upstream of Dam,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C40648B,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-08-28T09:30:00Z,2009-08-28T09:30:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C42959D,Upper Columbia-Entiat,ENTIAR - Entiat River,2010-08-16T15:39:00Z,2011-04-30T20:08:00Z,ENM - Middle Entiat River,Downstream,Entiat,2011,2010,Below,Downstream,W,Open,0,631,31,4091.1,146,22,1891.7,1
3D9.1C2C42A0CD,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-11-27T10:15:00Z,2010-04-19T04:37:00Z,ENM - Middle Entiat River,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C42CD6A,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-09-27T14:43:00Z,2010-06-14T16:06:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C42DC73,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-09-16T16:48:00Z,2010-06-19T17:26:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C433C76,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-08-17T15:17:00Z,2010-04-22T12:56:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4346F3,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-21T17:36:00Z,2010-04-19T17:51:00Z,TUF - Tumwater Dam Adult Fishway,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4348E5,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-04T11:13:00Z,2009-09-04T11:13:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C43577C,Upper Columbia-Entiat,ENTIAR - Entiat River,2012-08-10T13:55:00Z,2013-03-29T21:19:00Z,ENL - Lower Entiat River,Downstream,Entiat,2013,2012,Below,Downstream,W,Open,0,600,39,9666.8,72,19,1117.1,1
3D9.1C2C448869,Upper Columbia-Entiat,ENTIAR - Entiat River,2010-08-10T13:56:00Z,2011-03-23T01:08:00Z,RCT - Roaring Creek Temporary Array,Downstream,Entiat,2011,2010,Below,Downstream,W,Open,0,631,31,4091.1,146,22,1891.7,1
3D9.1C2C44A0C0,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-08-18T18:41:00Z,2010-05-20T13:12:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C44AC6A,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-09-26T07:57:00Z,2010-06-26T21:07:00Z,MCJ - McNary Dam Juvenile,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C44DEA6,Upper Columbia-Entiat,ENTIAR - Entiat River,2010-09-23T05:36:00Z,2011-05-06T08:16:00Z,ENM - Middle Entiat River,Downstream,Entiat,2011,2010,Below,Downstream,W,Open,0,631,31,4091.1,146,22,1891.7,1
3D9.1C2C454CF4,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-08-27T18:56:00Z,2009-08-27T18:57:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2010,2009,Wells Dam,At Wells,W,Open,0,626,28,3865.5,1,2,1.4,0
3D9.1C2C456413,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-08-28T11:52:00Z,2010-08-28T11:52:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C456B0A,Wenatchee,WENATR - Wenatchee River,2010-07-31T17:01:00Z,2010-07-31T17:01:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C457DCA,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-20T11:59:00Z,2009-09-20T12:01:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C458181,Wenatchee,WENATR - Wenatchee River,2010-09-15T22:39:00Z,2010-09-15T22:40:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C458337,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-07T15:45:00Z,2010-09-07T15:46:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C458392,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-10T09:17:00Z,2010-05-27T10:59:00Z,NAU - Upper Nason Creek,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4591DA,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-11T09:32:00Z,2009-09-11T09:34:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4592CF,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-08-29T08:57:00Z,2009-08-29T09:40:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C459E35,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-08-11T17:21:00Z,2010-08-11T17:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C45BCFD,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-13T17:33:00Z,2009-09-13T17:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C45CA5F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-08-18T14:26:00Z,2010-08-18T14:28:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C45D672,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-07-29T12:14:00Z,2010-07-29T12:14:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C46020C,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-05T12:54:00Z,2010-04-21T20:26:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C46396C,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-07T11:34:00Z,2010-05-01T16:47:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C467685,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-09-19T16:43:00Z,2010-05-02T11:39:00Z,ENM - Middle Entiat River,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C46887F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-07-26T13:36:00Z,2010-10-11T08:26:00Z,TUF - Tumwater Dam Adult Fishway,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C4695D0,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-01T11:51:00Z,2009-09-01T11:54:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4696AD,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-07T17:44:00Z,2010-05-17T08:33:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C46C2C9,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-27T22:06:00Z,2009-09-27T22:08:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C46E113,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-23T06:06:00Z,2011-05-22T20:58:00Z,CHM - Chumstick Creek,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C46E38F,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-24T18:49:00Z,2011-04-11T17:53:00Z,LWE - Lower Wenatchee River,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C46E701,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-16T15:44:00Z,2009-09-16T15:44:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C46E7BE,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-03T15:42:00Z,2016-03-08T02:59:00Z,CHM - Chumstick Creek,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C46E88B,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-26T18:13:00Z,2009-09-26T18:14:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C472E3E,Upper Columbia-Entiat,ENTIAR - Entiat River,2009-09-27T09:51:00Z,2010-05-20T10:00:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2010,2009,Below,Downstream,W,Open,0,626,28,3865.5,1,2,1.4,1
3D9.1C2C47DD13,Upper Columbia-Entiat,ENTIAR - Entiat River,2010-08-18T08:58:00Z,2011-03-27T21:34:00Z,ENL - Lower Entiat River,Downstream,Entiat,2011,2010,Below,Downstream,W,Open,0,631,31,4091.1,146,22,1891.7,1
3D9.1C2C483E18,Wenatchee,WENATR - Wenatchee River,2009-10-27T15:24:00Z,2010-06-01T04:58:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C485A22,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-11T07:39:00Z,2010-09-11T07:58:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C487C67,Wenatchee,WENATR - Wenatchee River,2010-09-14T09:01:00Z,2011-04-28T13:25:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C48983E,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-04T10:37:00Z,2009-09-04T10:37:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C48AAB9,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-07T14:33:00Z,2009-09-07T14:34:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4F80F4,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-10T16:06:00Z,2009-09-10T16:07:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4F85FA,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-29T10:55:00Z,2009-09-29T10:55:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4F870E,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-10-17T16:58:00Z,2010-10-17T16:59:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4F8816,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-08-28T08:38:00Z,2010-04-18T17:08:00Z,RRF - Rocky Reach Fishway,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4F89C3,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-10-06T19:08:00Z,2009-10-06T19:39:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4F8AD8,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-12T08:50:00Z,2010-04-30T07:33:00Z,RRF - Rocky Reach Fishway,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4F8B93,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-07-21T15:48:00Z,2010-07-21T15:49:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4F8BE4,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-17T12:07:00Z,2011-05-03T06:32:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C4F9013,Wenatchee,WENATR - Wenatchee River,2009-09-23T13:34:00Z,2009-09-23T13:34:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4F90D9,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-10-11T12:58:00Z,2010-05-08T13:43:00Z,ENM - Middle Entiat River,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4F9E01,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-02T16:43:00Z,2010-09-02T16:44:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FA77A,Wenatchee,WENATR - Wenatchee River,2010-08-31T14:23:00Z,2010-08-31T14:23:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FAAD1,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-08-20T15:10:00Z,2010-08-20T15:11:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FAFCE,Wenatchee,WENATR - Wenatchee River,2010-08-29T15:27:00Z,2010-08-29T15:28:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FBA03,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-08-16T14:10:00Z,2009-08-16T14:11:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.1C2C4FBAE4,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-10-28T16:26:00Z,2011-04-24T10:07:00Z,CHM - Chumstick Creek,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C4FBD3B,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-09-28T16:45:00Z,2010-04-25T13:14:00Z,TUF - Tumwater Dam Adult Fishway,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4FBDA7,Wenatchee,WENATR - Wenatchee River,2009-09-13T16:24:00Z,2010-04-25T10:36:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4FBDE0,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2011-04-12T05:42:00Z,2011-04-12T05:45:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2011,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FBEAD,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-19T09:44:00Z,2011-05-05T11:56:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C4FBF55,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-08-17T15:47:00Z,2010-08-17T15:49:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FBFBB,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-07-30T13:31:00Z,2010-07-30T13:32:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FC166,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2009-10-07T19:57:00Z,2010-05-01T18:24:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.1C2C4FC248,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-08-25T04:50:00Z,2011-04-26T08:25:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
3D9.1C2C4FC5F9,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-11-09T11:36:00Z,2010-11-09T11:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.1C2C4FC63A,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2010-09-23T03:00:00Z,2011-05-02T12:05:00Z,NAL - Lower Nason Creek,Downstream,Wenatchee,2011,2010,Below,Downstream,H,Open,1,631,31,4091.1,146,22,1891.7,1
